το υλικό;материал;Το υλικό για το έργο παραδόθηκε χθες. - Материал для проекта был доставлен вчера.
το σύστημα;система;Το σύστημα χρειάζεται ενημέρωση για να λειτουργεί σωστά. - Система нуждается в обновлении, чтобы работать правильно.
η μέθοδος;метод;Η μέθοδος αυτή είναι αποτελεσματική για γρήγορη εκμάθηση γλωσσών. - Этот метод эффективен для быстрого изучения языков.
το αποτέλεσμα;результат;Το αποτέλεσμα της εξέτασης ήταν καλύτερο από ό,τι περίμενα. - Результат экзамена был лучше, чем я ожидал.
η προθεσμία;срок;Η προθεσμία υποβολής των αιτήσεων είναι την Παρασκευή. - Срок подачи заявлений — в пятницу.
η σύμβαση;договор;Υπογράψαμε τη σύμβαση χθες με τον νέο προμηθευτή. - Мы подписали договор вчера с новым поставщиком.
η αίτηση;заявление;Υπέβαλα την αίτηση για τη θέση εργασίας χθες. - Я подал(а) заявление на вакансию вчера.
η προσφορά;предложение;Η εταιρεία έκανε μια καλή προσφορά για το νέο προϊόν. - Компания сделала хорошее предложение по новому продукту.
η ζήτηση;спрос;Η ζήτηση για ηλεκτρικά αυτοκίνητα αυξάνεται γρήγορα. - Спрос на электрические автомобили быстро растёт.
η πώληση;продажа;Η πώληση του αυτοκινήτου έγινε γρήγορα. - Продажа автомобиля прошла быстро.
η επένδυση;инвестиция;Η επένδυση στο σχολείο του παιδιού είναι σημαντική για το μέλλον. - Инвестиция в образование ребёнка важна для его будущего.
το ρίσκο;риск;Πρέπει να υπολογίσουμε το ρίσκο πριν επενδύσουμε. - Нужно оценить риск, прежде чем инвестировать.
το κέρδος;прибыль;Η εταιρεία ανακοίνωσε αυξημένο κέρδος φέτος. - Компания объявила о росте прибыли в этом году.
η ζημιά;ущерб;Η ζημιά στο αυτοκίνητο ήταν μεγαλύτερη από ό,τι περιμέναμε. - Ущерб машине оказался большим, чем мы ожидали.
η ανάλυση;анализ;Η ανάλυση των δεδομένων πήρε δύο μέρες. - Анализ данных занял два дня.
η αναφορά;отчёт;Η αναφορά στάλθηκε στον διευθυντή πριν το τέλος της ημέρας. - Отчёт был отправлен директору до конца дня.
ο στόλος;флот;Ο στόλος του ναυτικού πέρασε σήμερα από το λιμάνι. - Военно-морской флот сегодня прошёл через порт.
η αποθήκη;склад;Το προϊόν βρίσκεται στην αποθήκη και θα αποσταλεί αύριο. - Товар находится на складе и будет отправлен завтра.
η μεταφορά;перевозка;Η μεταφορά των επίπλων θα γίνει αύριο το πρωί. - Перевозка мебели будет завтра утром.
το φορτηγό;грузовик;Το φορτηγό παρέδωσε τα έπιπλα στο νέο κατάστημα. - Грузовик доставил мебель в новый магазин.
το πλοίο;корабль;Το πλοίο έφτασε στο λιμάνι νωρίς το πρωί. - Корабль прибыл в порт рано утром.
η πτήση;рейс;Η πτήση μου καθυστέρησε λόγω κακού καιρού. - Мой рейс задержался из-за плохой погоды.
η πρίζα;розетка;"Μπορείς να βάλεις τη σκούπα στην πρίζα; - Можешь подключить пылесос к розетке?"
το καλώδιο;кабель;"Μπορείς να μου δώσεις το καλώδιο του φορτιστή; - Можешь дать мне кабель зарядного устройства?"
ο διακόπτης;выключатель;Ο διακόπτης του φωτός είναι στον τοίχο. - Выключатель света находится на стене.
η λάμπα;лампа;Η λάμπα στο σαλόνι είναι πολύ φωτεινή. - Лампа в гостиной очень яркая.
η μπαλκόνι;балкон;Το μπαλκόνι έχει θέα στη θάλασσα. - С балкона открывается вид на море.
η αυλή;двор;Η αυλή είναι γεμάτη λουλούδια το καλοκαίρι. - Во дворе летом много цветов.
ο κήπος;сад;Ο κήπος μας έχει πολλά λουλούδια και δέντρα. - В нашем саду много цветов и деревьев.
το χώμα;земля;Σκαλίζω το χώμα για να φυτέψω λουλούδια. - Я рыхлю землю, чтобы посадить цветы.
το φυτό;растение;Το φυτό στην κουζίνα χρειάζεται πότισμα κάθε μέρα. - Растение на кухне требует полива каждый день.
ο σπόρος;семя;Ο σπόρος φυτεύτηκε στο χώμα και φύτρωσε μετά από δύο εβδομάδες. - Семя было посажено в землю и проросло через две недели.
η ρίζα;корень;Η ρίζα του δέντρου έχει σπάσει τον πλακόστρωτο. - Корень дерева повредил плитку.
το φύλλο;лист;Το φύλλο έπεσε από το δέντρο το πρωί. - Лист упал с дерева утром.
το χώρος;пространство;Ο χώρος του μουσείου είναι φωτεινός και καθαρός. - Пространство музея светлое и чистое.
ερευνώ;исследовать;Ερευνώ τα αίτια του προβλήματος για να βρω λύση. - Я исследую причины проблемы, чтобы найти решение.
αναπτύσσω;развивать;Η εταιρεία αναπτύσσει νέα τεχνολογία για την αγορά. - Компания развивает новую технологию для рынка.
υποστηρίζω;поддерживать;Υποστηρίζω τους φίλους μου στις δύσκολες στιγμές. - Я поддерживаю своих друзей в трудные моменты.
